unique_id,price_paid,deed_date,postcode,property_type,new_build,estate_type,saon,paon,street,locality,town,district,county,transaction_category,linked_data_uri
"8A78B2AF-BD6F-5CB0-E053-6B04A8C0F504","144000","2019-04-12","LE10 0AQ","S","N","F","","16","CANNING STREET","","HINCKLEY","HINCKLEY AND BOSWORTH","LEICESTERSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/8A78B2AF-BD6F-5CB0-E053-6B04A8C0F504/current"
"8A78B2AF-BD50-5CB0-E053-6B04A8C0F504","190000","2019-04-12","LE10 0AR","S","N","F","","16","LINDEN ROAD","","HINCKLEY","HINCKLEY AND BOSWORTH","LEICESTERSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/8A78B2AF-BD50-5CB0-E053-6B04A8C0F504/current"
"87E1551E-56D4-6405-E053-6C04A8C0B2EE","128500","2019-04-05","LE10 0AS","T","N","F","","19","MANOR STREET","","HINCKLEY","HINCKLEY AND BOSWORTH","LEICESTERSHIRE","B","http://landregistry.data.gov.uk/data/ppi/transaction/87E1551E-56D4-6405-E053-6C04A8C0B2EE/current"
"8CAC1318-6A62-0253-E053-6B04A8C08E51","120000","2019-04-18","LE10 0BS","F","N","L","APARTMENT 10","MILL HOUSE","TRINITY LANE","","HINCKLEY","HINCKLEY AND BOSWORTH","LEICESTERSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/8CAC1318-6A62-0253-E053-6B04A8C08E51/current"
"8A78B2AF-BCF2-5CB0-E053-6B04A8C0F504","164000","2019-04-26","LE10 0BX","S","N","F","","54","TRINITY VICARAGE ROAD","","HINCKLEY","HINCKLEY AND BOSWORTH","LEICESTERSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/8A78B2AF-BCF2-5CB0-E053-6B04A8C0F504/current"
"8A78B2AF-BDAE-5CB0-E053-6B04A8C0F504","250000","2019-04-05","LE10 0BZ","S","N","F","","109","PADDOCK WAY","","HINCKLEY","HINCKLEY AND BOSWORTH","LEICESTERSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/8A78B2AF-BDAE-5CB0-E053-6B04A8C0F504/current"
"8A78B2AF-BBB5-5CB0-E053-6B04A8C0F504","137500","2019-04-29","LE10 0DS","T","N","F","","116","FACTORY ROAD","","HINCKLEY","HINCKLEY AND BOSWORTH","LEICESTERSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/8A78B2AF-BBB5-5CB0-E053-6B04A8C0F504/current"
"87E1551E-52BF-6405-E053-6C04A8C0B2EE","135000","2019-04-05","LE10 0EE","S","N","F","","40","TEIGN BANK ROAD","","HINCKLEY","HINCKLEY AND BOSWORTH","LEICESTERSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/87E1551E-52BF-6405-E053-6C04A8C0B2EE/current"
"8A78B2AF-BF40-5CB0-E053-6B04A8C0F504","185000","2019-04-05","LE10 0EE","D","N","F","","82","TEIGN BANK ROAD","","HINCKLEY","HINCKLEY AND BOSWORTH","LEICESTERSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/8A78B2AF-BF40-5CB0-E053-6B04A8C0F504/current"
"8A78B2AF-BE95-5CB0-E053-6B04A8C0F504","175000","2019-04-29","LE10 0EH","T","N","F","","154","TUDOR ROAD","","HINCKLEY","HINCKLEY AND BOSWORTH","LEICESTERSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/8A78B2AF-BE95-5CB0-E053-6B04A8C0F504/current"
"8A78B2AF-BC6B-5CB0-E053-6B04A8C0F504","170000","2019-04-26","LE10 0EH","S","N","F","","172","TUDOR ROAD","","HINCKLEY","HINCKLEY AND BOSWORTH","LEICESTERSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/8A78B2AF-BC6B-5CB0-E053-6B04A8C0F504/current"
"87E1551E-5310-6405-E053-6C04A8C0B2EE","248000","2019-04-01","LE10 0ET","D","N","F","","19","BRAME ROAD","","HINCKLEY","HINCKLEY AND BOSWORTH","LEICESTERSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/87E1551E-5310-6405-E053-6C04A8C0B2EE/current"
"87E1551E-53E8-6405-E053-6C04A8C0B2EE","262000","2019-04-01","LE10 0GF","D","N","F","","51","LANDSEER DRIVE","","HINCKLEY","HINCKLEY AND BOSWORTH","LEICESTERSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/87E1551E-53E8-6405-E053-6C04A8C0B2EE/current"
"8A78B2AF-BCD0-5CB0-E053-6B04A8C0F504","257500","2019-04-08","LE10 0GG","D","N","F","","4","MORLAND DRIVE","","HINCKLEY","HINCKLEY AND BOSWORTH","LEICESTERSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/8A78B2AF-BCD0-5CB0-E053-6B04A8C0F504/current"
"8A78B2AF-BDF7-5CB0-E053-6B04A8C0F504","124950","2019-04-26","LE10 0GW","F","N","L","","6","OVERLORD DRIVE","","HINCKLEY","HINCKLEY AND BOSWORTH","LEICESTERSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/8A78B2AF-BDF7-5CB0-E053-6B04A8C0F504/current"
"8A78B2AF-BF86-5CB0-E053-6B04A8C0F504","207000","2019-04-05","LE10 0HH","S","N","F","","61","HOLLYCROFT CRESCENT","","HINCKLEY","HINCKLEY AND BOSWORTH","LEICESTERSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/8A78B2AF-BF86-5CB0-E053-6B04A8C0F504/current"
"8A78B2B0-642E-5CB0-E053-6B04A8C0F504","180000","2019-04-26","LE10 0JN","S","N","F","","40","BEAUMONT AVENUE","","HINCKLEY","HINCKLEY AND BOSWORTH","LEICESTERSHIRE","B","http://landregistry.data.gov.uk/data/ppi/transaction/8A78B2B0-642E-5CB0-E053-6B04A8C0F504/current"
"8A78B2AF-BFAE-5CB0-E053-6B04A8C0F504","110000","2019-04-05","LE10 0LH","S","N","F","","35","NORTHFIELD ROAD","","HINCKLEY","HINCKLEY AND BOSWORTH","LEICESTERSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/8A78B2AF-BFAE-5CB0-E053-6B04A8C0F504/current"
"87E1551E-53EB-6405-E053-6C04A8C0B2EE","187500","2019-04-01","LE10 0NJ","S","N","F","","512","COVENTRY ROAD","","HINCKLEY","HINCKLEY AND BOSWORTH","LEICESTERSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/87E1551E-53EB-6405-E053-6C04A8C0B2EE/current"
"8A78B2AF-C02C-5CB0-E053-6B04A8C0F504","183000","2019-04-26","LE10 0NJ","S","N","F","","530","COVENTRY ROAD","","HINCKLEY","HINCKLEY AND BOSWORTH","LEICESTERSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/8A78B2AF-C02C-5CB0-E053-6B04A8C0F504/current"
"8A78B2AF-BC60-5CB0-E053-6B04A8C0F504","184000","2019-04-08","LE10 0NP","S","N","F","","44","ESKDALE ROAD","","HINCKLEY","HINCKLEY AND BOSWORTH","LEICESTERSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/8A78B2AF-BC60-5CB0-E053-6B04A8C0F504/current"
"87E1551E-52D6-6405-E053-6C04A8C0B2EE","147500","2019-04-18","LE10 0QN","S","N","F","","3","WESTFIELD ROAD","","HINCKLEY","HINCKLEY AND BOSWORTH","LEICESTERSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/87E1551E-52D6-6405-E053-6C04A8C0B2EE/current"
"8F1B26BD-DDF5-53DB-E053-6C04A8C03649","185000","2019-04-05","LE10 0RL","T","N","F","","14","MIDDLEFIELD PLACE","","HINCKLEY","HINCKLEY AND BOSWORTH","LEICESTERSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/8F1B26BD-DDF5-53DB-E053-6C04A8C03649/current"
"8A78B2AF-BC5C-5CB0-E053-6B04A8C0F504","153000","2019-04-18","LE10 0SZ","T","N","F","","12","ARMADALE CLOSE","","HINCKLEY","HINCKLEY AND BOSWORTH","LEICESTERSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/8A78B2AF-BC5C-5CB0-E053-6B04A8C0F504/current"
"87E1551E-5265-6405-E053-6C04A8C0B2EE","187500","2019-04-01","LE10 0TR","S","N","F","","20","DUNBLANE WAY","","HINCKLEY","HINCKLEY AND BOSWORTH","LEICESTERSHIRE","A","http://landregistry.data.gov.uk/data/ppi/transaction/87E1551E-5265-6405-E053-6C04A8C0B2EE/current"
